nom_barrage,apports_journaliers,id_barrage,lachers_journaliers,stock_actuel,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moyenne_mensuelle_apports,cumul_apports_annee_prec,moyenne_periode,stock_annee_prec,capacite_totale_actuelle,altitude_niveau_eau,capacite_totale_initiale,etat,annee_mise_en_service,Latitude,Longitude,Bassin_versant,Date,taux_remplissage,année,region
bouheurtma,0.050447,6,0.048562,47.3512,0.523036,34.2445,0.561405,33.7453,14.2708,47.2668,58.2334,70.5833,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-07,32.647669215441574,2025,Jendouba
joumine,0.120542,7,0.091175,25.819,0.758791,27.757,0.465796,14.4419,12.5586,24.5957,57.0706,32.4789,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-07,21.738105461678998,2025,Bizerte
ghezala,0.0184721,8,0.0,1.76582,0.125202,1.79411,0.0,0.0,1.56608,1.93578,7.03799,2.36513,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-07,17.651139544182325,2025,Bizerte
melah,0.0479775,33,0.0,8.5084,0.34668,7.81154,0.0,0.0,5.89,8.24365,18.54,5.7898,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-07,20.75219512195122,2025,Bizerte
tine,0.0239092,34,0.0,3.0112,0.088418,2.62108,0.0,0.0,2.18,2.25158,13.6423,3.7366,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-07,8.856470588235295,2025,Bizerte
sejnane,0.698035,9,0.435453,64.9988,2.54468,57.3851,3.60128,103.351,16.7054,41.2965,97.6368,42.4733,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-07,49.02239987932725,2025,Bizerte
zarga,0.0202943,10,0.0,22.726,0.108715,17.7101,0.0,0.31878,3.41,17.2961,16.64,24.112,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-07,93.69228232189974,2025,Zaghouan
kebir,0.026661,31,0.0,38.5964,0.17613,23.4936,0.0,11.5034,5.17428,18.4668,31.3496,27.58,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-07,59.932298136645954,2025,Nabeul
moula,0.012608,32,0.0,17.6906,0.109243,17.5881,0.0,7.83359,3.48188,10.2297,26.9552,23.384,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-07,67.17014086646164,2025,Jendouba
selbarrak,0.313605,11,0.286,214.039,1.83749,180.936,1.88877,79.9867,46.3079,115.754,232.877,141.981,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-07,74.70455195906656,2025,Sidi Bouzid
ziatine,0.008002,12,0.006418,17.64,0.105855,13.6417,0.046618,5.01305,2.95,8.19186,23.5661,14.2733,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-07,52.972972972972975,2025,Béja
gamgoum,0.00141498,13,0.0,10.1586,0.0269135,3.98818,0.0,2.735,1.45458,2.44514,6.6474,14.588,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-07,55.511475409836066,2025,Siliana
harka,0.0,35,0.0,13.2943,0.776088,6.42438,0.0,0.0,2.53,4.83862,19.9013,9.0363,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-07,43.875577557755776,2025,Siliana
siliana,0.00236686,14,0.0,8.15886,0.023432,5.06723,0.0,0.2189,5.336,4.0258,25.0442,8.06691,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-07,26.330794552378496,2025,Siliana
lakhmess,0.000330163,15,3.8e-05,1.66342,0.0129848,0.805112,0.000282,0.013606,1.78231,0.483197,8.04826,1.83369,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-07,23.039058171745154,2025,Sidi Bouzid
rmil,0.00033225,16,0.0,0.6794,0.0137191,0.625175,0.0,0.0,1.58175,0.371925,7.97044,0.6556,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-07,33.97,2025,Kasserine
birmcherga,0.0683753,17,0.0012,10.5258,0.382909,6.76394,0.0084,0.43112,2.4676,6.48457,20.0123,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-07,25.303012091636823,2025,Zaghouan
rmel,0.334841,18,0.01075,21.891,1.19258,25.7144,0.07375,1.24186,1.86195,6.0651,13.0959,4.5898,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-07,91.88247639034627,2025,Kasserine
nebhana,0.000992785,19,0.0,6.13974,0.0715977,5.29231,0.0,0.275489,3.55211,1.32622,15.6235,2.79148,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-07,9.502770468967652,2025,Mahdia
sidisaad,0.00447856,20,0.0,22.0435,0.0937379,4.4106,0.0,0.0,2.95265,3.26059,32.6507,29.4106,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-07,16.5346504946856,2025,Kairouan
elhaouareb,5.20177e-05,21,0.0,0.00576132,0.000382509,5.00824,0.0,0.012421,1.21275,0.159951,11.5961,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-07,0.007436840067122758,2025,Kairouan
sficifa,0.000415345,22,0.0,1.81939,0.000789373,0.612266,0.0,0.0,0.0237058,0.384583,1.15574,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-07,23.597795071335927,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.264701,1.43884,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-07,0.0,2025,Kairouan
elbrek,0.000372037,24,0.0,0.07,0.00224657,1.3205,0.0,0.02,0.32954,0.147167,1.76687,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-07,0.4794520547945206,2025,Nabeul
bezirk,0.0594572,25,0.0,3.0682,0.0674407,3.23857,0.0,0.042,0.501218,0.203114,3.92172,0.20652,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-07,61.24151696606786,2025,Kairouan
chiba,0.13011,26,0.0,1.01646,0.133695,1.10568,0.0,0.050184,0.850857,0.000305823,5.30897,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-07,26.819525065963056,2025,Kairouan
masri,0.675174,27,0.7332,5.10959,0.976159,3.65373,0.7964,3.1017,0.542286,1.19329,3.46394,1.87703,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-07,100.82063930544594,2025,Kairouan
lebna,0.357297,28,0.0,4.57148,0.424622,5.09789,0.0,0.0,2.21669,0.413683,15.248,0.759431,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-07,17.955538098978792,2025,Nabeul
hma,0.58633,29,0.0,3.51151,0.793184,3.78932,0.0,0.03504,0.91804,0.759769,3.60732,0.553212,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-07,27.318422281002025,2025,Nabeul
abid,0.387859,30,0.0,4.16646,0.428651,3.8377,0.0,0.0132,0.951204,0.265754,4.25526,0.848959,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-07,43.332917316692665,2025,Kairouan
mellegue,0.0244668,1,0.021892,18.1669,0.0496379,31.1788,0.121892,25.2503,12.6216,7.27033,109.705,8.45609,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-06,35.53080383336592,2025,Kef
sarrat,0.0,36,0.0,7.45,0.00844428,6.16356,0.0,0.11219,1.903,1.88519,10.5703,7.19535,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-06,35.476190476190474,2025,Kef
benmetir,0.0136637,2,0.0432,39.87,0.0980487,18.0753,0.2592,10.6821,7.20793,26.8854,31.1715,41.729,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-06,66.01758481943271,2025,Bizerte
kasseb,0.228966,3,0.067392,23.411,0.328065,19.9478,0.407954,11.8467,7.47992,21.9316,32.1771,22.5467,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-06,30.443433029908974,2025,Bizerte
barbara,0.0514304,4,0.0432,60.7609,0.299651,42.2072,0.29696,33.3081,11.9027,63.5611,63.3795,59.0552,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-06,100.35659426872574,2025,Jendouba
sidisalem,0.575495,5,0.34526,117.826,2.1742,60.7271,2.21466,69.0103,72.7512,94.9753,260.714,231.338,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-06,20.302645998607733,2025,Béja
bouheurtma,0.115454,6,0.114323,47.3512,0.472589,34.1941,0.512843,33.6967,14.2708,47.0782,57.773,70.3388,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-06,32.647669215441574,2025,Jendouba
joumine,0.123115,7,0.093395,25.7928,0.638249,27.6364,0.374621,14.3507,12.5586,24.3743,56.6655,32.3583,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-06,21.716046576242075,2025,Bizerte
ghezala,0.0319997,8,0.0,1.74777,0.10673,1.77564,0.0,0.0,1.56608,1.92986,6.98747,2.35969,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-06,17.470711715313875,2025,Bizerte
melah,0.0575571,33,0.0,8.4605,0.298702,7.76356,0.0,0.0,5.89,8.17101,18.35,5.7178,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-06,20.635365853658534,2025,Bizerte
tine,0.0590064,34,0.0,2.9878,0.0645088,2.59717,0.0,0.0,2.18,2.25039,13.5719,3.7366,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-06,8.787647058823529,2025,Bizerte
sejnane,0.207503,9,0.434993,64.4996,1.84664,56.6871,3.16583,102.915,16.7054,40.8355,97.098,42.2393,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-06,48.64590089750358,2025,Bizerte
zarga,0.0204207,10,0.0,22.708,0.0884202,17.6898,0.0,0.31878,3.41,17.2494,16.53,24.184,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-06,93.61807387862797,2025,Zaghouan
kebir,0.0266607,31,0.0,38.5706,0.149469,23.467,0.0,11.5034,5.17428,18.3833,31.1827,27.5,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-06,59.89223602484471,2025,Nabeul
moula,0.0122836,32,0.0,17.68,0.0966348,17.5755,0.0,7.83359,3.48188,10.1989,26.8429,23.408,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-06,67.12989330599537,2025,Jendouba
selbarrak,0.300764,11,0.275,214.039,1.52388,180.623,1.60277,79.7007,46.3079,114.66,231.383,141.374,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-06,74.70455195906656,2025,Sidi Bouzid
ziatine,0.057339,12,0.006955,17.64,0.0978529,13.6337,0.0402,5.00663,2.95,8.13992,23.471,14.2733,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-06,52.972972972972975,2025,Béja
gamgoum,0.0198461,13,0.0,10.1586,0.0254985,3.98676,0.0,2.735,1.45458,2.42343,6.60048,14.6001,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-06,55.511475409836066,2025,Siliana
harka,0.0036441,35,0.0,13.3173,0.776088,6.42438,0.0,0.0,2.53,4.83562,19.8197,9.0363,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-06,43.95148514851485,2025,Siliana
siliana,0.00213018,14,0.0,8.15886,0.0210651,5.06487,0.0,0.2189,5.336,4.02156,24.872,8.06691,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-06,26.330794552378496,2025,Siliana
lakhmess,0.0051148,15,4e-05,1.66342,0.0126546,0.804782,0.000244,0.013568,1.78231,0.481993,7.99077,1.83369,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-06,23.039058171745154,2025,Sidi Bouzid
rmil,0.0002658,16,0.0,0.6794,0.0133869,0.624843,0.0,0.0,1.58175,0.371199,7.91941,0.6556,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-06,33.97,2025,Kasserine
birmcherga,0.0679713,17,0.0012,10.4613,0.314534,6.69557,0.0072,0.42992,2.4676,6.47842,19.9327,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-06,25.14796028750691,2025,Zaghouan
rmel,0.493169,18,0.0105,21.5708,0.857739,25.3796,0.063,1.23111,1.86195,6.05638,13.0359,4.5898,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-06,90.53850996852046,2025,Kasserine
nebhana,0.0161652,19,0.0,6.13974,0.0706049,5.29132,0.0,0.275489,3.55211,1.32351,15.5089,2.79148,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-06,9.502770468967652,2025,Mahdia
sidisaad,0.00447856,20,0.0,22.0435,0.0892593,4.40612,0.0,0.0,2.95265,3.21716,32.5555,29.4106,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-06,16.5346504946856,2025,Kairouan
elhaouareb,4.93271e-05,21,0.0,0.00576132,0.000330492,5.00819,0.0,0.012421,1.21275,0.159887,11.557,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-06,0.007436840067122758,2025,Kairouan
sficifa,9.34525e-05,22,0.0,1.81939,0.000374028,0.611851,0.0,0.0,0.0237058,0.384058,1.15498,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-06,23.597795071335927,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.263407,1.43819,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-06,0.0,2025,Kairouan
elbrek,0.000248025,24,0.0,0.07,0.00187453,1.32013,0.0,0.02,0.32954,0.146556,1.75624,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-06,0.4794520547945206,2025,Nabeul
bezirk,0.00758669,25,0.0,3.009,0.00798349,3.17911,0.0,0.042,0.501218,0.20294,3.90555,0.20652,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-06,60.05988023952096,2025,Kairouan
chiba,0.000635126,26,0.0,0.886973,0.00358546,0.975575,0.0,0.050184,0.850857,0.000304849,5.28152,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-06,23.40298153034301,2025,Kairouan
masri,0.269531,27,0.0432,5.16771,0.300985,2.97856,0.0632,2.3685,0.542286,1.1929,3.44644,1.87703,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-06,101.96744277821625,2025,Kairouan
lebna,0.0575603,28,0.0,4.21618,0.0673251,4.74059,0.0,0.0,2.21669,0.41228,15.1765,0.759431,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-06,16.56001571091909,2025,Nabeul
hma,0.0692353,29,0.0,2.9258,0.206854,3.20299,0.0,0.03504,0.91804,0.759769,3.57771,0.558718,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-06,22.76178621440797,2025,Nabeul
abid,0.0359254,30,0.0,3.77912,0.0407929,3.44985,0.0,0.0132,0.951204,0.265754,4.22458,0.851914,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-06,39.30442017680707,2025,Kairouan
mellegue,0.0,1,0.02,18.1669,0.0251711,31.1543,0.1,25.2284,12.6216,7.21303,109.298,8.40026,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-05,35.53080383336592,2025,Kef
sarrat,0.00369065,36,0.0,7.46414,0.00844428,6.16356,0.0,0.11219,1.903,1.88006,10.5089,7.2095,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-05,35.54352380952381,2025,Kef
benmetir,0.0136651,2,0.0432,39.9014,0.0843851,18.0617,0.216,10.6389,7.20793,26.699,30.939,41.579,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-05,66.06957760005298,2025,Bizerte
kasseb,0.0303539,3,0.067392,23.2509,0.0990985,19.7188,0.340562,11.7793,7.47992,21.8307,31.9359,22.488,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-05,30.23524057217165,2025,Bizerte
barbara,0.0123193,4,0.0464,60.7609,0.24822,42.1558,0.25376,33.2649,11.9027,63.4182,62.9956,59.0138,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-05,100.35659426872574,2025,Jendouba
sidisalem,0.377383,5,0.34526,117.62,1.5987,60.1516,1.8694,68.6651,72.7512,93.0158,258.367,229.456,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-05,20.267150054794712,2025,Béja
bouheurtma,0.0685441,6,0.117474,47.3512,0.357135,34.0786,0.39852,33.5824,14.2708,46.8913,57.3127,70.0942,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-05,32.647669215441574,2025,Jendouba
joumine,0.10076,7,0.094858,25.7666,0.515135,27.5133,0.281226,14.2573,12.5586,24.0862,56.2603,32.1471,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-05,21.69398769080515,2025,Bizerte
ghezala,0.0140492,8,0.0,1.71619,0.07473,1.74364,0.0,0.0,1.56608,1.91853,6.93696,2.34879,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-05,17.15503798480608,2025,Bizerte
melah,0.0483605,33,0.0,8.40302,0.241145,7.70601,0.0,0.0,5.89,8.077,18.16,5.6242,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-05,20.495170731707315,2025,Bizerte
tine,0.00099891,34,0.0,2.9293,0.00550237,2.53817,0.0,0.0,2.18,2.2492,13.5016,3.7366,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-05,8.615588235294117,2025,Bizerte
sejnane,0.072933,9,0.424903,64.4996,1.63914,56.4796,2.73083,102.48,16.7054,39.8721,96.5591,41.5078,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-05,48.64590089750358,2025,Bizerte
zarga,0.0394385,10,0.0,22.69,0.0679996,17.6694,0.0,0.31878,3.41,17.1503,16.42,24.202,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-05,93.54386543535621,2025,Zaghouan
kebir,0.0301019,31,0.0,38.5448,0.122808,23.4403,0.0,11.5034,5.17428,18.2219,31.0158,27.34,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-05,59.85217391304347,2025,Nabeul
moula,0.0232722,32,0.0,17.6693,0.0843512,17.5632,0.0,7.83359,3.48188,10.1793,26.7306,23.444,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-05,67.08926605156243,2025,Jendouba
selbarrak,0.0387511,11,0.2484,214.039,1.22312,180.322,1.32777,79.4257,46.3079,112.764,229.889,139.96,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-05,74.70455195906656,2025,Sidi Bouzid
ziatine,0.0,12,0.005394,17.5912,0.0405139,13.5764,0.033245,4.99967,2.95,7.7837,23.3758,13.9599,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-05,52.82642642642643,2025,Béja
gamgoum,0.00141312,13,0.0,10.1402,0.00565248,3.96692,0.0,2.735,1.45458,2.38991,6.55356,14.6001,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-05,55.41092896174863,2025,Siliana
harka,0.0036441,35,0.0,13.3173,0.772444,6.42074,0.0,0.0,2.53,4.83261,19.7381,9.0363,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-05,43.95148514851485,2025,Siliana
siliana,0.00284024,14,0.0,8.15886,0.0189349,5.06274,0.0,0.2189,5.336,4.01826,24.6999,8.06691,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-05,26.330794552378496,2025,Siliana
lakhmess,0.000333917,15,4.2e-05,1.65857,0.00753984,0.799667,0.000204,0.013528,1.78231,0.481091,7.93327,1.83369,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-05,22.971883656509696,2025,Sidi Bouzid
rmil,0.000431925,16,0.0,0.6794,0.0131211,0.624577,0.0,0.0,1.58175,0.37054,7.86839,0.6556,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-05,33.97,2025,Kasserine
birmcherga,0.00475566,17,0.0012,10.3968,0.246562,6.62759,0.006,0.42872,2.4676,6.47193,19.8531,12.921,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-05,24.992908483377008,2025,Zaghouan
rmel,0.0,18,0.0105,21.0906,0.36457,24.8864,0.0525,1.22061,1.86195,6.04777,12.9758,4.5898,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-05,88.52298006295908,2025,Kasserine
nebhana,0.000991729,19,0.0,6.12357,0.0544397,5.27516,0.0,0.275489,3.55211,1.3208,15.3943,2.79148,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-05,9.477743383377186,2025,Mahdia
sidisaad,0.00597142,20,0.0,22.0435,0.0847808,4.40165,0.0,0.0,2.95265,3.21716,32.4602,29.4849,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-05,16.5346504946856,2025,Kairouan
elhaouareb,5.38114e-05,21,0.0,0.00576132,0.000281165,5.00814,0.0,0.012421,1.21275,0.159826,11.5179,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-05,0.007436840067122758,2025,Kairouan
sficifa,0.000186905,22,0.0,1.81939,0.000280576,0.611757,0.0,0.0,0.0237058,0.383621,1.15421,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-05,23.597795071335927,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.262372,1.43755,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-05,0.0,2025,Kairouan
elbrek,0.000248025,24,0.0,0.07,0.00162651,1.31988,0.0,0.02,0.32954,0.146068,1.74561,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-05,0.4794520547945206,2025,Nabeul
bezirk,0.0,25,0.0,3.0016,0.000396806,3.17152,0.0,0.042,0.501218,0.202677,3.88938,0.20652,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-05,59.91217564870259,2025,Kairouan
chiba,0.000816591,26,0.0,0.886973,0.00295033,0.974939,0.0,0.050184,0.850857,0.00030393,5.25407,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-05,23.40298153034301,2025,Kairouan
masri,0.00468509,27,0.02,4.94149,0.0314535,2.70903,0.02,2.3253,0.542286,1.19263,3.42895,1.87703,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-05,97.50374901341753,2025,Kairouan
lebna,0.00291056,28,0.0,4.16081,0.00976481,4.68303,0.0,0.0,2.21669,0.411011,15.105,0.759431,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-05,16.342537313432835,2025,Nabeul
hma,0.0,29,0.0,2.85724,0.137619,3.13375,0.0,0.03504,0.91804,0.759769,3.54809,0.561471,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-05,22.228411389450756,2025,Nabeul
abid,0.00128606,30,0.0,3.74358,0.00486751,3.41392,0.0,0.0132,0.951204,0.265311,4.1939,0.851914,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-05,38.93478939157566,2025,Kairouan
mellegue,0.0,1,0.02,18.2018,0.0251711,31.1543,0.08,25.2084,12.6216,7.13712,108.89,8.32583,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-04,35.59906121650694,2025,Kef
sarrat,0.0,36,0.0,7.46414,0.00475363,6.15986,0.0,0.11219,1.903,1.87994,10.4475,7.22365,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-04,35.54352380952381,2025,Kef
benmetir,0.0138491,2,0.0432,39.9327,0.07072,18.048,0.1728,10.5957,7.20793,26.5126,30.7065,41.429,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-04,66.12140479856936,2025,Bizerte
kasseb,0.0290075,3,0.067392,23.29,0.0687445,19.6885,0.27317,11.7119,7.47992,21.6787,31.6946,22.3707,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-04,30.286085825747723,2025,Bizerte
barbara,0.0596936,4,0.05184,60.8041,0.235901,42.1435,0.20736,33.2185,11.9027,63.193,62.6116,58.8896,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-04,100.42794615575193,2025,Jendouba
sidisalem,0.374323,5,0.34526,117.62,1.22132,59.7742,1.52414,68.3198,72.7512,91.0645,256.02,227.575,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-04,20.267150054794712,2025,Béja
bouheurtma,0.0916164,6,0.089353,47.402,0.288591,34.0101,0.281046,33.4649,14.2708,46.5834,56.8523,69.7273,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-04,32.68269476064729,2025,Jendouba
joumine,0.0970989,7,0.092377,25.7666,0.414374,27.4125,0.186368,14.1624,12.5586,23.7801,55.8552,31.9662,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-04,21.69398769080515,2025,Bizerte
ghezala,0.0140607,8,0.0,1.70265,0.0606808,1.72959,0.0,0.0,1.56608,1.90724,6.88644,2.3379,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-04,17.01969212315074,2025,Bizerte
melah,0.0387021,33,0.0,8.35512,0.192785,7.65764,0.0,0.0,5.89,7.92569,17.97,5.473,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-04,20.378341463414632,2025,Bizerte
tine,0.00149836,34,0.0,2.9293,0.00450346,2.53717,0.0,0.0,2.18,2.2482,13.4313,3.7366,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-04,8.615588235294117,2025,Bizerte
sejnane,0.179756,9,0.423133,64.6493,1.56621,56.4067,2.30593,102.056,16.7054,38.5773,96.0202,40.4458,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-04,48.75880533976921,2025,Bizerte
zarga,0.00318106,10,0.0,22.654,0.0285611,17.6299,0.0,0.31878,3.41,17.1503,16.31,24.31,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-04,93.39544854881267,2025,Zaghouan
kebir,0.0318206,31,0.0,38.519,0.0927063,23.4102,0.0,11.5034,5.17428,18.0798,30.8488,27.2,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-04,59.81211180124223,2025,Nabeul
moula,0.00193839,32,0.0,17.648,0.0610791,17.54,0.0,7.83359,3.48188,10.1371,26.6182,23.444,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-04,67.00839123666324,2025,Jendouba
