nom_barrage,apports_journaliers,id_barrage,lachers_journaliers,stock_actuel,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moyenne_mensuelle_apports,cumul_apports_annee_prec,moyenne_periode,stock_annee_prec,capacite_totale_actuelle,altitude_niveau_eau,capacite_totale_initiale,etat,annee_mise_en_service,Latitude,Longitude,Bassin_versant,Date,taux_remplissage,année,region
sidisalem,0.06751,5,0.0432,115.769,6.64895,65.2018,7.8524,74.6481,72.7512,114.405,312.344,248.201,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-28,19.948203491698088,2025,Béja
bouheurtma,0.177931,6,0.075538,48.3166,3.87199,37.5935,2.89242,36.0763,14.2708,48.8079,67.9007,72.9334,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-28,33.31329247019726,2025,Jendouba
joumine,0.135793,7,0.102609,25.2431,2.40399,29.4022,2.55077,16.5268,12.5586,27.6666,65.578,33.3234,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-28,21.253230953162756,2025,Bizerte
ghezala,0.00574948,8,0.0,2.07911,0.454181,2.12309,0.0,0.0,1.56608,2.35902,8.09889,2.77281,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-28,20.7827868852459,2025,Bizerte
melah,0.0240829,33,0.0,9.252,1.0987,8.56356,0.0,0.0,5.89,10.6542,22.53,7.2322,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-28,22.565853658536586,2025,Bizerte
tine,0.00102402,34,0.0,3.0346,0.184014,2.71668,0.0,0.0,2.18,2.35343,15.119,3.775,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-28,8.92529411764706,2025,Bizerte
sejnane,0.132459,9,0.745583,63.703,4.8716,59.7121,16.9554,116.705,16.7054,47.9241,108.953,43.0195,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-28,48.04510144053096,2025,Bizerte
zarga,0.109802,10,0.0,23.14,0.647981,18.2494,0.0,0.31878,3.41,17.9725,18.95,23.914,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-28,95.39907651715039,2025,Zaghouan
kebir,0.156542,31,0.0,39.4478,1.1636,24.4811,0.0,11.5034,5.17428,19.4197,34.8547,28.46,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-28,61.25434782608695,2025,Nabeul
moula,0.0868167,32,0.0,17.9467,0.608811,18.0877,0.171294,8.00489,3.48188,10.7406,29.3139,22.088,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-28,68.14253711508525,2025,Jendouba
selbarrak,0.647125,11,0.6275,206.27,5.77792,184.877,12.7243,90.8222,46.3079,122.338,264.247,138.19,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-28,71.99299161646552,2025,Sidi Bouzid
ziatine,0.0,12,0.020831,17.0788,0.209184,13.745,0.469209,5.43564,2.95,9.24714,25.5645,14.4505,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-28,51.2876876876877,2025,Béja
gamgoum,0.0080282,13,0.032,9.69331,0.145494,4.10676,0.519,3.254,1.45458,2.94522,7.63276,14.4064,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-28,52.96890710382514,2025,Siliana
harka,0.0,35,0.0,13.1793,0.851708,6.5,0.0,0.0,2.53,5.11824,21.6152,9.2343,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-28,43.4960396039604,2025,Siliana
siliana,0.130018,14,0.0,8.28531,0.268953,5.31275,0.0,0.2189,5.336,4.19702,28.6589,8.03625,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-28,26.73888207577616,2025,Siliana
lakhmess,0.00526196,15,3.8e-05,1.71198,0.0791572,0.871285,0.00113,0.014454,1.78231,0.546803,9.25563,1.77025,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-28,23.711634349030472,2025,Sidi Bouzid
rmil,0.0005316,16,0.0,0.6794,0.0308965,0.642353,0.0,0.0,1.58175,0.391447,9.04194,0.6386,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-28,33.97,2025,Kasserine
birmcherga,0.0401281,17,0.0012,10.3645,0.594907,6.97594,0.0336,0.45632,2.4676,6.57795,21.6839,12.5521,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-28,24.915262386115053,2025,Zaghouan
rmel,0.0,18,0.01075,21.5708,1.50227,26.0241,0.2995,1.46761,1.86195,6.10044,14.3572,4.02,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-28,90.53850996852046,2025,Kasserine
nebhana,0.0,19,0.0,6.10741,0.153995,5.37471,0.013708,0.289197,3.55211,1.3751,18.0297,2.68517,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-28,9.452731775266985,2025,Mahdia
sidisaad,0.00773864,20,0.0,21.8483,0.215333,4.5322,0.0,0.0,2.95265,3.43381,34.6509,28.1995,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-28,16.388232558488415,2025,Kairouan
elhaouareb,0.0,21,0.0,0.592676,0.720323,5.72818,0.0,0.012421,1.21275,0.171734,12.4177,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-28,0.7650393700787401,2025,Kairouan
sficifa,0.000392813,22,0.0,1.72971,0.00613802,0.617615,0.0,0.0,0.0237058,0.39445,1.1718,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-28,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.291611,1.45244,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-28,0.0,2025,Kairouan
elbrek,0.00042735,24,0.0,0.06,0.015112,1.33337,0.0,0.02,0.32954,0.159316,1.99011,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-28,0.410958904109589,2025,Nabeul
bezirk,0.000281398,25,0.0,2.9794,0.071205,3.24233,0.0,0.042,0.501218,0.208086,4.26125,0.19536,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-28,59.46906187624751,2025,Kairouan
chiba,0.00129396,26,0.0,1.04113,0.186628,1.15862,0.0,0.050184,0.850857,0.00033275,5.88535,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-28,27.470448548812666,2025,Kairouan
masri,0.000677846,27,0.0,4.47651,1.00634,3.68391,1.4164,3.7217,0.542286,1.20684,3.83129,1.72129,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-28,88.32892659826362,2025,Kairouan
lebna,0.00508689,28,0.0,4.84318,0.841763,5.51503,0.0,0.0,2.21669,0.433506,16.7496,0.68341,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-28,19.022702278083266,2025,Nabeul
hma,0.0,29,0.0,3.67962,1.03575,4.03189,0.0,0.03504,0.91804,0.759769,4.22922,0.44314,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-28,28.626264197915045,2025,Nabeul
abid,0.00208981,30,0.0,4.21976,0.56678,3.97583,0.0,0.0132,0.951204,0.273591,4.89963,0.82827,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-28,43.88725949037961,2025,Kairouan
mellegue,0.0629911,1,0.02,19.7537,2.24185,33.371,0.546282,25.6747,12.6216,7.81571,118.255,8.92336,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-27,38.63426559749657,2025,Kef
sarrat,0.0,36,0.039781,6.86262,0.078162,6.23327,0.500371,0.612561,1.903,2.05458,11.8595,6.17022,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-27,32.67914285714286,2025,Kef
benmetir,1.22839,2,0.0432,39.9327,1.50328,19.4806,1.1664,11.5893,7.20793,27.6058,36.0543,41.679,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-27,66.12140479856936,2025,Bizerte
kasseb,0.61396,3,0.0648,23.0944,1.45263,21.0723,1.80743,13.2462,7.47992,23.1398,37.2442,23.0748,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-27,30.031729518855656,2025,Bizerte
barbara,0.676806,4,0.092213,60.4621,1.83717,43.7447,1.91321,34.9243,11.9027,66.7662,71.4427,60.0897,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-27,99.863077050128,2025,Jendouba
sidisalem,0.165347,5,0.34526,115.769,6.58144,65.1343,7.8092,74.6049,72.7512,113.983,309.997,247.917,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-27,19.948203491698088,2025,Béja
bouheurtma,0.791893,6,0.130538,48.215,3.69406,37.4156,2.81688,36.0008,14.2708,48.3943,67.4403,72.5559,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-27,33.24324137978585,2025,Jendouba
joumine,0.077413,7,0.100671,25.2169,2.26819,29.2664,2.44816,16.4242,12.5586,27.5853,65.1729,33.3536,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-27,21.23117206772583,2025,Bizerte
ghezala,0.0108497,8,0.0,2.07397,0.448432,2.11734,0.0,0.0,1.56608,2.33515,8.04837,2.74984,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-27,20.731407437025194,2025,Bizerte
melah,0.0480827,33,0.0,9.228,1.07462,8.53948,0.0,0.0,5.89,10.6367,22.34,7.2706,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-27,22.507317073170732,2025,Bizerte
tine,0.05978,34,0.0,3.0346,0.18299,2.71566,0.0,0.0,2.18,2.35043,15.0487,3.775,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-27,8.92529411764706,2025,Bizerte
sejnane,0.111906,9,0.727343,63.7518,4.73914,59.5796,16.2099,115.959,16.7054,47.9241,108.414,43.2926,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-27,48.08190662945924,2025,Bizerte
zarga,0.217926,10,0.0,23.032,0.538179,18.1396,0.0,0.31878,3.41,17.9323,18.84,23.878,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-27,94.95382585751979,2025,Zaghouan
kebir,0.440338,31,0.0,39.293,1.00706,24.3246,0.0,11.5034,5.17428,19.356,34.6878,28.4,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-27,61.013975155279496,2025,Nabeul
moula,0.236143,32,0.0,17.8613,0.521994,18.0009,0.171294,8.00489,3.48188,10.6556,29.2016,22.1,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-27,67.81827846755515,2025,Jendouba
selbarrak,1.13574,11,0.627,206.27,5.13079,184.23,12.0968,90.1947,46.3079,122.13,262.753,138.583,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-27,71.99299161646552,2025,Sidi Bouzid
ziatine,0.0,12,0.021109,17.1032,0.209184,13.745,0.448378,5.41481,2.95,9.23202,25.4694,14.4778,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-27,51.360960960960966,2025,Béja
gamgoum,0.0129082,13,0.029,9.72001,0.137466,4.09873,0.487,3.222,1.45458,2.93208,7.58584,14.4306,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-27,53.1148087431694,2025,Siliana
harka,0.00643449,35,0.0,13.2023,0.851708,6.5,0.0,0.0,2.53,5.11549,21.5335,9.2343,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-27,43.57194719471947,2025,Siliana
siliana,0.00307692,14,0.0,8.15886,0.138935,5.18273,0.0,0.2189,5.336,4.19114,28.4868,8.03625,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-27,26.330794552378496,2025,Siliana
lakhmess,0.014971,15,3.6e-05,1.70713,0.0738952,0.866023,0.001092,0.014416,1.78231,0.544886,9.19814,1.77025,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-27,23.644459833795015,2025,Sidi Bouzid
rmil,0.0003987,16,0.0,0.6794,0.0303649,0.641821,0.0,0.0,1.58175,0.390496,8.99092,0.6386,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-27,33.97,2025,Kasserine
birmcherga,0.0,17,0.0012,10.3322,0.554779,6.93581,0.0324,0.45512,2.4676,6.57795,21.6043,12.5869,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-27,24.837616288853102,2025,Zaghouan
rmel,0.0253502,18,0.01075,21.6242,1.50227,26.0241,0.28875,1.45686,1.86195,6.10044,14.2972,4.0977,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-27,90.7626442812172,2025,Kasserine
nebhana,0.00495864,19,0.0,6.12357,0.153995,5.37471,0.013708,0.289197,3.55211,1.37163,17.9151,2.68517,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-27,9.477743383377186,2025,Mahdia
sidisaad,0.00714336,20,0.0,21.8483,0.207594,4.52446,0.0,0.0,2.95265,3.43381,34.5556,28.2707,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-27,16.388232558488415,2025,Kairouan
elhaouareb,0.0,21,0.0,0.613558,0.720323,5.72818,0.0,0.012421,1.21275,0.169117,12.3785,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-27,0.7919943203820834,2025,Kairouan
sficifa,0.000392813,22,0.0,1.72971,0.00574521,0.617222,0.0,0.0,0.0237058,0.393926,1.17104,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-27,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.290059,1.45179,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-27,0.0,2025,Kairouan
elbrek,0.00042735,24,0.0,0.06,0.0146847,1.33294,0.0,0.02,0.32954,0.158888,1.97948,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-27,0.410958904109589,2025,Nabeul
bezirk,0.000472748,25,0.0,2.9794,0.0709236,3.24205,0.0,0.042,0.501218,0.208086,4.24508,0.19722,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-27,59.46906187624751,2025,Kairouan
chiba,0.00143774,26,0.0,1.04113,0.185334,1.15732,0.0,0.050184,0.850857,0.00033156,5.85791,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-27,27.470448548812666,2025,Kairouan
masri,0.000813416,27,0.0,4.47651,1.00566,3.68324,1.4164,3.7217,0.542286,1.20667,3.8138,1.72129,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-27,88.32892659826362,2025,Kairouan
lebna,0.00604068,28,0.0,4.84318,0.836676,5.50994,0.0,0.0,2.21669,0.431446,16.6781,0.68341,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-27,19.022702278083266,2025,Nabeul
hma,0.00291662,29,0.0,3.68847,1.03575,4.03189,0.0,0.03504,0.91804,0.759769,4.19961,0.448163,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-27,28.695114361288315,2025,Nabeul
abid,0.0,30,0.0,4.21976,0.56469,3.97374,0.0,0.0132,0.951204,0.272938,4.86894,0.82827,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-27,43.88725949037961,2025,Kairouan
mellegue,0.0254705,1,0.02,19.7162,2.17886,33.308,0.526282,25.6547,12.6216,7.79,117.848,8.90229,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-26,38.560923137101504,2025,Kef
sarrat,0.00320382,36,0.03952,6.91572,0.078162,6.23327,0.46059,0.57278,1.903,2.04598,11.7981,6.21983,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-26,32.932,2025,Kef
benmetir,0.17684,2,0.0432,38.7494,0.274889,18.2522,1.1232,11.5461,7.20793,27.5944,35.8218,41.704,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-26,64.16207176328382,2025,Bizerte
kasseb,0.0466961,3,0.0648,22.5467,0.838673,20.4584,1.74263,13.1814,7.47992,23.0903,37.0029,23.0553,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-26,29.31950585175553,2025,Bizerte
barbara,0.347368,4,0.093482,59.8828,1.16037,43.0679,1.82099,34.8321,11.9027,66.0854,71.0587,59.5104,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-26,98.90626806507557,2025,Jendouba
sidisalem,0.0872949,5,0.0432,115.974,6.41609,64.969,7.46394,74.2596,72.7512,113.854,307.65,247.917,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-26,19.98352712510425,2025,Béja
bouheurtma,0.437575,6,0.131552,47.5544,2.90217,36.6237,2.68634,35.8702,14.2708,48.3943,66.98,72.6189,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-26,32.787771396264404,2025,Jendouba
joumine,0.0521213,7,0.101632,25.2431,2.19078,29.1889,2.34749,16.3235,12.5586,27.4791,64.7678,33.3536,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-26,21.253230953162756,2025,Bizerte
ghezala,0.0109686,8,0.0,2.06369,0.437582,2.10649,0.0,0.0,1.56608,2.30565,7.99785,2.72114,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-26,20.628648540583765,2025,Bizerte
melah,0.0480824,33,0.0,9.18,1.02653,8.49139,0.0,0.0,5.89,10.5991,22.15,7.2898,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-26,22.390243902439025,2025,Bizerte
tine,0.00168345,34,0.0,2.9761,0.12321,2.65588,0.0,0.0,2.18,2.34803,14.9784,3.775,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-26,8.753235294117648,2025,Bizerte
sejnane,0.202446,9,0.748614,63.8006,4.62723,59.4677,15.4825,115.232,16.7054,47.8648,107.876,43.4486,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-26,48.11871181838751,2025,Bizerte
zarga,0.164044,10,0.0,22.816,0.320253,17.9216,0.0,0.31878,3.41,17.7846,18.73,23.734,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-26,94.06332453825857,2025,Zaghouan
kebir,0.129346,31,0.0,38.8544,0.566723,23.8842,0.0,11.5034,5.17428,19.2938,34.5209,28.34,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-26,60.33291925465838,2025,Nabeul
moula,0.0761144,32,0.0,17.6266,0.285851,17.7647,0.171294,8.00489,3.48188,10.626,29.0893,22.16,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-26,66.9271367277974,2025,Jendouba
selbarrak,0.147939,11,0.605,205.785,3.99505,183.094,11.4698,89.5677,46.3079,121.729,261.259,138.78,286.514,27.0,286.514,1.0,1999,37.0244,8.93652,865.0,2025-03-26,71.82371542053791,2025,Sidi Bouzid
ziatine,0.0248912,12,0.020211,17.1276,0.209184,13.745,0.427269,5.3937,2.95,9.19347,25.3742,14.4778,33.3,37.0,33.0,1.0,2012,37.1856,9.2011,95.0,2025-03-26,51.434234234234246,2025,Béja
gamgoum,0.0139398,13,0.029,9.73782,0.124557,4.08582,0.458,3.193,1.45458,2.92095,7.53892,14.4548,18.3,48.0,18.3,1.0,2012,37.1989,9.2679,35.5,2025-03-26,53.21213114754097,2025,Siliana
harka,0.00643449,35,0.0,13.2023,0.845274,6.49357,0.0,0.0,2.53,5.11305,21.4519,9.2343,30.3,38.4,30.3,1.0,2016,37.222,9.4024,77.0,2025-03-26,43.57194719471947,2025,Siliana
siliana,0.00284024,14,0.0,8.15886,0.135858,5.17966,0.0,0.2189,5.336,4.17983,28.3146,8.03625,30.986,388.5,70.0,1.0,1987,36.1571,9.3521,1040.0,2025-03-26,26.330794552378496,2025,Siliana
lakhmess,0.0102979,15,3.6e-05,1.69256,0.0589242,0.851052,0.001056,0.01438,1.78231,0.541916,9.14065,1.77025,7.22,517.06,8.22,1.0,1966,35.9994,9.4752,127.0,2025-03-26,23.442659279778393,2025,Sidi Bouzid
rmil,0.000631275,16,0.0,0.6794,0.0299662,0.641422,0.0,0.0,1.58175,0.388605,8.9399,0.6386,2.0,285.0,4.0,1.0,2002,36.3023,9.5019,232.0,2025-03-26,33.97,2025,Kasserine
birmcherga,0.00860762,17,0.0012,10.3968,0.554779,6.93581,0.0312,0.45392,2.4676,6.57795,21.5247,12.6217,41.599,122.5,52.9,1.0,1971,36.5119,10.0102,1263.0,2025-03-26,24.992908483377008,2025,Zaghouan
rmel,0.0248635,18,0.01075,21.6242,1.47692,25.9988,0.278,1.44611,1.86195,6.10044,14.2371,4.1495,23.825,43.0,22.0,1.0,1998,36.3308,10.3584,675.0,2025-03-26,90.7626442812172,2025,Kasserine
nebhana,0.00446278,19,0.0,6.12357,0.149036,5.36975,0.013708,0.289197,3.55211,1.37163,17.8006,2.69419,64.61,230.0,86.5,1.0,1965,36.06,9.8724,855.0,2025-03-26,9.477743383377186,2025,Mahdia
sidisaad,0.0059528,20,0.0,21.8483,0.200451,4.51732,0.0,0.0,2.95265,3.43381,34.4604,28.3419,133.317,270.0,209.0,1.0,1981,35.3902,9.6948,8950.0,2025-03-26,16.388232558488415,2025,Kairouan
elhaouareb,0.00164723,21,0.0,0.634439,0.720323,5.72818,0.0,0.012421,1.21275,0.169045,12.3394,0.00576132,77.47,217.0,0.0,1.0,1989,35.5727,9.7468,1120.0,2025-03-26,0.8189479798631728,2025,Kairouan
sficifa,8.83828e-05,22,0.0,1.72971,0.0053524,0.616829,0.0,0.0,0.0237058,0.393402,1.17027,1.71246,7.71,677.8,4.24,1.0,2005,35.3413,9.0705,173.65,2025-03-26,22.434630350194553,2025,Kairouan
sidiach,0.0,23,0.0,0.0,0.0,0.379363,0.0,0.022,0.0200728,0.288506,1.45114,1.337,88.0,541.0,88.0,1.0,1997,34.7468,8.7476,1900.0,2025-03-26,0.0,2025,Kairouan
elbrek,0.00042735,24,0.0,0.06,0.0142573,1.33252,0.0,0.02,0.32954,0.1584,1.96885,0.06,14.6,849.0,16.0,1.0,2002,35.4705,8.9677,293.0,2025-03-26,0.410958904109589,2025,Nabeul
bezirk,0.0,25,0.0,2.9794,0.0704509,3.24158,0.0,0.042,0.501218,0.207917,4.22891,0.19722,5.01,54.62,6.5,1.0,1959,36.7195,10.6272,86.0,2025-03-26,59.46906187624751,2025,Kairouan
chiba,0.00177321,26,0.0,1.04113,0.183896,1.15589,0.0,0.050184,0.850857,0.000329938,5.83046,0.000475792,3.79,77.88,7.8,1.0,1963,36.6973,10.772,64.0,2025-03-26,27.470448548812666,2025,Kairouan
masri,0.000779523,27,0.0,4.47651,1.00485,3.68242,1.4164,3.7217,0.542286,1.2064,3.7963,1.72129,5.068,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2025-03-26,88.32892659826362,2025,Kairouan
lebna,0.00556379,28,0.0,4.84318,0.830635,5.5039,0.0,0.0,2.21669,0.431446,16.6066,0.692913,25.46,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2025-03-26,19.022702278083266,2025,Nabeul
hma,0.00308329,29,0.0,3.68847,1.03284,4.02897,0.0,0.03504,0.91804,0.759769,4.16999,0.453187,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2025-03-26,28.695114361288315,2025,Nabeul
abid,0.0,30,0.0,4.22737,0.56469,3.97374,0.0,0.0132,0.951204,0.272938,4.83826,0.831225,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2025-03-26,43.966406656266244,2025,Kairouan
mellegue,0.0282058,1,0.02,19.7162,2.15339,33.2826,0.506282,25.6347,12.6216,7.7643,117.441,8.88123,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2025-03-25,38.560923137101504,2025,Kef
sarrat,0.0,36,0.04175,6.95554,0.0749582,6.23007,0.42107,0.53326,1.903,2.01248,11.7367,6.23223,21.0,546.0,21.0,1.0,2016,35.8322,8.4434,1850.0,2025-03-25,33.12161904761905,2025,Kef
benmetir,0.0,2,0.0432,38.6175,0.0980487,18.0753,1.08,11.5029,7.20793,27.5824,35.5893,41.729,60.393,436.5,61.63,1.0,1954,36.7471,8.7419,103.0,2025-03-25,63.9436689682579,2025,Bizerte
kasseb,0.00815968,3,0.0648,22.5663,0.791977,20.4117,1.67783,13.1166,7.47992,23.0591,36.7616,23.0553,76.9,292.04,81.875,1.0,1968,36.7614,9.0024,101.0,2025-03-25,29.34499349804941,2025,Bizerte
barbara,0.0190939,4,0.093204,59.6345,0.813,42.7206,1.72751,34.7386,11.9027,66.0239,70.6748,59.5517,60.545,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2025-03-25,98.49615988108019,2025,Jendouba
sidisalem,0.0808726,5,0.44066,115.974,6.3288,64.8817,7.42074,74.2164,72.7512,113.449,305.303,247.634,580.348,115.0,814.0,1.0,1981,36.5907,9.3971,7950.0,2025-03-25,19.98352712510425,2025,Béja
bouheurtma,0.0801457,6,0.129078,47.2495,2.46459,36.1861,2.55479,35.7387,14.2708,48.3716,66.5196,72.5559,145.037,221.0,150.5,1.0,1976,36.6719,8.78758,390.0,2025-03-25,32.577549177106526,2025,Jendouba
joumine,0.0,7,0.00508,25.2955,2.07936,29.0775,2.14817,16.1242,12.5586,27.4323,64.3626,33.4139,118.773,90.0,129.9,1.0,1983,36.9909,9.6137,418.0,2025-03-25,21.297348724036606,2025,Bizerte
ghezala,0.0110251,8,0.0,2.05342,0.426614,2.09552,0.0,0.0,1.56608,2.28164,7.94733,2.69817,10.004,82.5,11.7,1.0,1984,37.0594,9.5458,48.0,2025-03-25,20.525989604158337,2025,Bizerte
melah,0.0244919,33,0.0,9.132,0.978453,8.44331,0.0,0.0,5.89,10.5703,21.96,7.3186,41.0,136.0,41.0,1.0,2015,37.0761,9.4488,85.9,2025-03-25,22.273170731707317,2025,Bizerte
tine,0.00252517,34,0.0,2.9761,0.121527,2.65419,0.0,0.0,2.18,2.33063,14.9081,3.76,34.0,136.0,34.0,1.0,2017,36.864,9.6287,276.0,2025-03-25,8.753235294117648,2025,Bizerte
sejnane,0.107876,9,0.773483,63.8006,4.42479,59.2653,14.7339,114.483,16.7054,47.8019,107.337,43.6047,132.59,86.5,137.5,1.0,1994,37.181,9.4751,367.0,2025-03-25,48.11871181838751,2025,Bizerte
zarga,0.00356278,10,0.0,22.654,0.15621,17.7576,0.0,0.31878,3.41,17.781,18.62,23.734,24.256,93.0,24.0,1.0,2012,36.8824,8.6992,60.0,2025-03-25,93.39544854881267,2025,Zaghouan
kebir,0.0524625,31,0.0,38.7254,0.437377,23.7549,0.0,11.5034,5.17428,19.2698,34.354,28.32,64.4,85.0,64.4,1.0,2014,36.8802,8.7211,85.2,2025-03-25,60.132608695652166,2025,Nabeul
moula,0.0,32,0.0,17.552,0.209736,17.6886,0.171294,8.00489,3.48188,10.6221,28.9769,22.256,26.337,110.0,26.3,1.0,2013,36.9347,8.845,58.0,2025-03-25,66.64388502866689,2025,Jendouba
